import time: self [us] | cumulative | imported package
import time:       222 |        222 |                     torchvision.datasets.gtsrb
import time:       317 |        317 |                       torchvision.datasets.video_utils
import time:       217 |        534 |                     torchvision.datasets.hmdb51
import time:       249 |        249 |                     torchvision.datasets.imagenet
import time:       204 |        204 |                     torchvision.datasets.imagenette
import time:       239 |        239 |                     torchvision.datasets.inaturalist
import time:       234 |        234 |                     torchvision.datasets.kinetics
import time:       207 |        207 |                     torchvision.datasets.kitti
import time:       344 |        344 |                     torchvision.datasets.lfw
import time:       275 |        275 |                     torchvision.datasets.lsun
import time:       346 |        346 |                     torchvision.datasets.mnist
import time:       210 |        210 |                     torchvision.datasets.moving_mnist
import time:       241 |        241 |                     torchvision.datasets.omniglot
import time:       273 |        273 |                     torchvision.datasets.oxford_iiit_pet
import time:       239 |        239 |                     torchvision.datasets.pcam
import time:       288 |        288 |                     torchvision.datasets.phototour
import time:       264 |        264 |                     torchvision.datasets.places365
import time:       174 |        174 |                     torchvision.datasets.rendered_sst2
import time:       210 |        210 |                     torchvision.datasets.sbd
import time:       234 |        234 |                     torchvision.datasets.sbu
import time:       203 |        203 |                     torchvision.datasets.semeion
import time:       253 |        253 |                     torchvision.datasets.stanford_cars
import time:       267 |        267 |                     torchvision.datasets.stl10
import time:       199 |        199 |                     torchvision.datasets.sun397
import time:       219 |        219 |                     torchvision.datasets.svhn
import time:       225 |        225 |                     torchvision.datasets.ucf101
import time:       209 |        209 |                     torchvision.datasets.usps
import time:       231 |        231 |                           xml
import time:       233 |        463 |                         xml.etree
import time:       472 |        472 |                         xml.etree.ElementPath
import time:      1095 |       1095 |                           pyexpat
import time:      1257 |       2352 |                         _elementtree
import time:       586 |       3871 |                       xml.etree.ElementTree
import time:        48 |         48 |                         defusedxml
import time:        11 |         58 |                       defusedxml.ElementTree
import time:       267 |       4195 |                     torchvision.datasets.voc
import time:       249 |        249 |                     torchvision.datasets.widerface
import time:       532 |      40620 |                   torchvision.datasets
import time:       270 |        270 |                       torchvision.transforms._presets
import time:       591 |        591 |                       torchvision.models._api
import time:       360 |        360 |                       torchvision.models._meta
import time:       334 |        334 |                         torchvision._utils
import time:       382 |        716 |                       torchvision.models._utils
import time:       420 |       2355 |                     torchvision.models.alexnet
import time:       197 |        197 |                                   torch.onnx._internal
import time:       442 |        638 |                                 torch.onnx._internal.exporter
import time:       160 |        160 |                                 torch.onnx._internal._lazy_import
import time:       209 |        209 |                                 torch.onnx._internal.exporter._dynamic_shapes
import time:      1134 |       1134 |                                   torch.onnx._internal.exporter._constants
import time:       203 |       1336 |                                 torch.onnx._internal.exporter._ir_passes
import time:       284 |       2625 |                               torch.onnx._internal.exporter._onnx_program
import time:       254 |        254 |                                   torch._prims.context
import time:       264 |        518 |                                 torch._prims.executor
import time:       229 |        229 |                                 torch.fx.passes.fake_tensor_prop
import time:      1060 |       1805 |                               torch.onnx._internal.onnxruntime
import time:       321 |        321 |                                 torch.onnx.errors
import time:       480 |        800 |                               torch.onnx._type_utils
import time:       179 |        179 |                                 torch.onnx._constants
import time:       230 |        230 |                                   torch.onnx._globals
import time:       328 |        328 |                                     torch.onnx._internal.registration
import time:       583 |        911 |                                   torch.onnx._internal.jit_utils
import time:      1063 |       2203 |                                 torch.onnx.symbolic_helper
import time:       373 |        373 |                                               torch.onnx._internal.diagnostics.infra.sarif._property_bag
import time:       919 |       1291 |                                             torch.onnx._internal.diagnostics.infra.sarif._address
import time:       373 |        373 |                                                 torch.onnx._internal.diagnostics.infra.sarif._multiformat_message_string
import time:       346 |        718 |                                               torch.onnx._internal.diagnostics.infra.sarif._artifact_content
import time:       400 |        400 |                                                 torch.onnx._internal.diagnostics.infra.sarif._message
import time:       434 |        834 |                                               torch.onnx._internal.diagnostics.infra.sarif._artifact_location
import time:       499 |       2049 |                                             torch.onnx._internal.diagnostics.infra.sarif._artifact
import time:       440 |        440 |                                                 torch.onnx._internal.diagnostics.infra.sarif._region
import time:       253 |        692 |                                               torch.onnx._internal.diagnostics.infra.sarif._replacement
import time:       207 |        899 |                                             torch.onnx._internal.diagnostics.infra.sarif._artifact_change
import time:       439 |        439 |                                               torch.onnx._internal.diagnostics.infra.sarif._rectangle
import time:       310 |        748 |                                             torch.onnx._internal.diagnostics.infra.sarif._attachment
import time:       410 |        410 |                                                     torch.onnx._internal.diagnostics.infra.sarif._location_relationship
import time:       397 |        397 |                                                     torch.onnx._internal.diagnostics.infra.sarif._logical_location
import time:       374 |        374 |                                                     torch.onnx._internal.diagnostics.infra.sarif._physical_location
import time:       403 |       1583 |                                                   torch.onnx._internal.diagnostics.infra.sarif._location
import time:       290 |        290 |                                                     torch.onnx._internal.diagnostics.infra.sarif._tool_component_reference
import time:       335 |        625 |                                                   torch.onnx._internal.diagnostics.infra.sarif._reporting_descriptor_reference
import time:       325 |        325 |                                                     torch.onnx._internal.diagnostics.infra.sarif._stack_frame
import time:       301 |        626 |                                                   torch.onnx._internal.diagnostics.infra.sarif._stack
import time:       386 |        386 |                                                   torch.onnx._internal.diagnostics.infra.sarif._web_request
import time:       404 |        404 |                                                   torch.onnx._internal.diagnostics.infra.sarif._web_response
import time:       495 |       4117 |                                                 torch.onnx._internal.diagnostics.infra.sarif._thread_flow_location
import time:       315 |       4431 |                                               torch.onnx._internal.diagnostics.infra.sarif._thread_flow
import time:       206 |       4636 |                                             torch.onnx._internal.diagnostics.infra.sarif._code_flow
import time:       317 |        317 |                                               torch.onnx._internal.diagnostics.infra.sarif._reporting_configuration
import time:       338 |        655 |                                             torch.onnx._internal.diagnostics.infra.sarif._configuration_override
import time:       288 |        288 |                                                   torch.onnx._internal.diagnostics.infra.sarif._exception
import time:       379 |        667 |                                                 torch.onnx._internal.diagnostics.infra.sarif._notification
import time:       652 |       1318 |                                               torch.onnx._internal.diagnostics.infra.sarif._invocation
import time:       348 |        348 |                                                     torch.onnx._internal.diagnostics.infra.sarif._reporting_descriptor_relationship
import time:       633 |        980 |                                                   torch.onnx._internal.diagnostics.infra.sarif._reporting_descriptor
import time:       475 |        475 |                                                   torch.onnx._internal.diagnostics.infra.sarif._translation_metadata
import time:       746 |       2200 |                                                 torch.onnx._internal.diagnostics.infra.sarif._tool_component
import time:       350 |       2549 |                                               torch.onnx._internal.diagnostics.infra.sarif._tool
import time:       358 |       4225 |                                             torch.onnx._internal.diagnostics.infra.sarif._conversion
import time:       277 |        277 |                                             torch.onnx._internal.diagnostics.infra.sarif._edge
import time:       393 |        393 |                                             torch.onnx._internal.diagnostics.infra.sarif._edge_traversal
import time:       300 |        300 |                                                 torch.onnx._internal.diagnostics.infra.sarif._node
import time:       329 |        629 |                                               torch.onnx._internal.diagnostics.infra.sarif._graph
import time:       366 |        366 |                                                 torch.onnx._internal.diagnostics.infra.sarif._fix
import time:       413 |        413 |                                                 torch.onnx._internal.diagnostics.infra.sarif._graph_traversal
import time:       298 |        298 |                                                 torch.onnx._internal.diagnostics.infra.sarif._result_provenance
import time:       344 |        344 |                                                 torch.onnx._internal.diagnostics.infra.sarif._suppression
import time:       799 |       2218 |                                               torch.onnx._internal.diagnostics.infra.sarif._result
import time:       729 |       3575 |                                             torch.onnx._internal.diagnostics.infra.sarif._external_properties
import time:       219 |        219 |                                             torch.onnx._internal.diagnostics.infra.sarif._external_property_file_reference
import time:       495 |        495 |                                             torch.onnx._internal.diagnostics.infra.sarif._external_property_file_references
import time:       327 |        327 |                                               torch.onnx._internal.diagnostics.infra.sarif._run_automation_details
import time:       243 |        243 |                                               torch.onnx._internal.diagnostics.infra.sarif._special_locations
import time:       356 |        356 |                                               torch.onnx._internal.diagnostics.infra.sarif._version_control_details
import time:       757 |       1682 |                                             torch.onnx._internal.diagnostics.infra.sarif._run
import time:       267 |        267 |                                             torch.onnx._internal.diagnostics.infra.sarif._sarif_log
import time:       336 |      21739 |                                           torch.onnx._internal.diagnostics.infra.sarif
import time:       226 |      21965 |                                         torch.onnx._internal.diagnostics.infra.formatter
import time:      1627 |      23591 |                                       torch.onnx._internal.diagnostics.infra._infra
import time:       113 |        113 |                                         torch.onnx._internal.diagnostics.infra.utils
import time:       174 |        174 |                                         torch.onnx._internal.diagnostics.infra.sarif.version
import time:      1059 |       1345 |                                       torch.onnx._internal.diagnostics.infra.context
import time:       182 |      25117 |                                     torch.onnx._internal.diagnostics.infra
import time:       312 |      25429 |                                   torch.onnx._internal.diagnostics._diagnostic
import time:       592 |        592 |                                   torch.onnx._internal.diagnostics._rules
import time:       261 |      26281 |                                 torch.onnx._internal.diagnostics
import time:       238 |        238 |                                 torch.onnx._internal.onnx_proto_utils
import time:       469 |      29369 |                               torch.onnx.utils
import time:     20693 |      20693 |                                 torch.onnx.symbolic_opset9
import time:       256 |      20949 |                               torch.onnx.symbolic_caffe2
import time:       576 |        576 |                               torch.onnx.symbolic_opset7
import time:       389 |        389 |                               torch.onnx.symbolic_opset8
import time:       431 |        431 |                               torch.onnx.symbolic_opset10
import time:       546 |        546 |                               torch.onnx.symbolic_opset11
import time:       292 |        292 |                               torch.onnx.symbolic_opset12
import time:       362 |        362 |                               torch.onnx.symbolic_opset13
import time:       258 |        258 |                               torch.onnx.symbolic_opset14
import time:       217 |        217 |                               torch.onnx.symbolic_opset15
import time:       233 |        233 |                               torch.onnx.symbolic_opset16
import time:       240 |        240 |                               torch.onnx.symbolic_opset17
import time:       316 |        316 |                               torch.onnx.symbolic_opset18
import time:       169 |        169 |                               torch.onnx.symbolic_opset19
import time:       182 |        182 |                               torch.onnx.symbolic_opset20
import time:       373 |        373 |                                 torch.onnx._internal.io_adapter
import time:       253 |        253 |                                   torch.onnx._internal.fx.patcher
import time:       253 |        253 |                                   torch.onnx._internal.fx.serialization
import time:       185 |        690 |                                 torch.onnx._internal.fx
import time:       683 |        683 |                                   torch.onnx._internal.fx.registration
import time:       226 |        908 |                                 torch.onnx._internal.fx.decomposition_table
import time:       499 |       2468 |                               torch.onnx._internal._exporter_legacy
import time:       445 |      62665 |                             torch.onnx
import time:       904 |      63569 |                           torchvision.ops._register_onnx_ops
import time:       144 |        144 |                             torchvision.ops._box_convert
import time:       228 |        228 |                             torchvision.ops._utils
import time:       282 |        653 |                           torchvision.ops.boxes
import time:       232 |        232 |                             torchvision.ops.diou_loss
import time:       323 |        555 |                           torchvision.ops.ciou_loss
import time:       319 |        319 |                           torchvision.ops.deform_conv
import time:       193 |        193 |                           torchvision.ops.drop_block
import time:       445 |        445 |                             torchvision.ops.misc
import time:       279 |        723 |                           torchvision.ops.feature_pyramid_network
import time:       191 |        191 |                           torchvision.ops.focal_loss
import time:        86 |         86 |                           torchvision.ops.giou_loss
import time:      1127 |       1127 |                                       termios
import time:       564 |       1690 |                                     getpass
import time:      2790 |       4480 |                                   torch._dynamo.config
import time:      1181 |       1181 |                                       _lsprof
import time:       352 |        352 |                                       profile
import time:       274 |       1806 |                                     cProfile
import time:       744 |        744 |                                     pstats
import time:       255 |        255 |                                     torch._dynamo.distributed
import time:       251 |        251 |                                                   torch._inductor.custom_graph_pass
import time:      7766 |       8017 |                                                 torch._inductor.config
import time:       230 |       8246 |                                               torch._inductor
import time:         8 |       8253 |                                             torch._inductor.config
import time:      1166 |       9419 |                                           torch._functorch.config
import time:       687 |        687 |                                             torch.fx.experimental.recording
import time:       297 |        297 |                                             torch.utils._ordered_set
import time:       203 |        203 |                                               torch.utils._sympy
import time:       228 |        228 |                                                   mpmath.usertools
import time:        43 |         43 |                                                               gmpy2
import time:        50 |         50 |                                                               gmpy
import time:       175 |        267 |                                                             mpmath.libmp.backend
import time:       401 |        401 |                                                             mpmath.libmp.libintmath
import time:       439 |       1106 |                                                           mpmath.libmp.libmpf
import time:       299 |        299 |                                                             mpmath.libmp.libelefun
import time:       294 |        592 |                                                           mpmath.libmp.libmpc
import time:       547 |        547 |                                                             mpmath.libmp.gammazeta
import time:       317 |        864 |                                                           mpmath.libmp.libhyper
import time:       329 |        329 |                                                           mpmath.libmp.libmpi
import time:       313 |       3202 |                                                         mpmath.libmp
import time:         8 |       3210 |                                                       mpmath.libmp.backend
import time:       248 |        248 |                                                           mpmath.functions.functions
import time:       181 |        181 |                                                           mpmath.functions.factorials
import time:       276 |        276 |                                                           mpmath.functions.hypergeometric
import time:       250 |        250 |                                                           mpmath.functions.expintegrals
import time:       237 |        237 |                                                           mpmath.functions.bessel
import time:       205 |        205 |                                                           mpmath.functions.orthogonal
import time:       221 |        221 |                                                           mpmath.functions.theta
import time:       530 |        530 |                                                           mpmath.functions.elliptic
import time:       204 |        204 |                                                           mpmath.functions.signals
import time:       325 |        325 |                                                           mpmath.functions.zeta
import time:       256 |        256 |                                                           mpmath.functions.rszeta
import time:       332 |        332 |                                                           mpmath.functions.zetazeros
import time:       232 |        232 |                                                           mpmath.functions.qfunctions
import time:       277 |       3767 |                                                         mpmath.functions
import time:         8 |       3775 |                                                       mpmath.functions.functions
import time:       221 |        221 |                                                           mpmath.calculus.calculus
import time:       175 |        175 |                                                           mpmath.calculus.approximation
import time:       225 |        225 |                                                           mpmath.calculus.differentiation
import time:       307 |        307 |                                                           mpmath.calculus.extrapolation
import time:       213 |        213 |                                                           mpmath.calculus.polynomials
import time:       240 |       1379 |                                                         mpmath.calculus
import time:       324 |       1703 |                                                       mpmath.calculus.quadrature
import time:       266 |        266 |                                                       mpmath.calculus.inverselaplace
import time:       306 |        306 |                                                       mpmath.calculus.optimization
import time:       186 |        186 |                                                       mpmath.calculus.odes
import time:       253 |        253 |                                                           mpmath.matrices.eigen
import time:       222 |        222 |                                                           mpmath.matrices.eigen_symmetric
import time:       193 |        667 |                                                         mpmath.matrices
import time:       279 |        945 |                                                       mpmath.matrices.matrices
import time:       223 |        223 |                                                       mpmath.matrices.calculus
import time:       204 |        204 |                                                       mpmath.matrices.linalg
import time:       259 |        259 |                                                       mpmath.identification
import time:       205 |        205 |                                                         colorsys
import time:       199 |        403 |                                                       mpmath.visualization
import time:       286 |      11761 |                                                     mpmath.ctx_base
import time:       249 |        249 |                                                     mpmath.math2
import time:       358 |        358 |                                                     mpmath.function_docs
import time:       261 |      12628 |                                                   mpmath.ctx_fp
import time:       174 |        174 |                                                     mpmath.rational
import time:      1177 |       1177 |                                                     mpmath.ctx_mp_python
import time:       498 |       1848 |                                                   mpmath.ctx_mp
import time:       364 |        364 |                                                   mpmath.ctx_iv
import time:       801 |      15866 |                                                 mpmath
import time:       237 |        237 |                                                 sympy.release
import time:       263 |        263 |                                                               sympy.utilities.enumerative
import time:       221 |        221 |                                                               sympy.utilities.misc
import time:       228 |        228 |                                                                 sympy.utilities.exceptions
import time:       625 |        852 |                                                               sympy.utilities.decorator
import time:       431 |       1766 |                                                             sympy.utilities.iterables
import time:       272 |        272 |                                                                 sympy.external.importtools
import time:       179 |        451 |                                                               sympy.external
import time:       317 |        768 |                                                             sympy.utilities.lambdify
import time:       165 |        165 |                                                             sympy.utilities.timeutils
import time:       180 |       2878 |                                                           sympy.utilities
import time:         9 |       2886 |                                                         sympy.utilities.iterables
import time:       241 |       3126 |                                                       sympy.core.random
import time:       176 |        176 |                                                         sympy.core.cache
import time:       208 |        384 |                                                       sympy.core.parameters
import time:       220 |        220 |                                                             sympy.core.logic
import time:       277 |        497 |                                                           sympy.core.facts
import time:       551 |        551 |                                                           sympy.core.assumptions_generated
import time:       238 |       1285 |                                                         sympy.core.assumptions
import time:       203 |        203 |                                                         sympy.core.sorting
import time:       151 |        151 |                                                                     sympy.multipledispatch.utils
import time:       163 |        314 |                                                                   sympy.multipledispatch.conflict
import time:       199 |        512 |                                                                 sympy.multipledispatch.dispatcher
import time:       171 |        683 |                                                               sympy.multipledispatch.core
import time:       158 |        841 |                                                             sympy.multipledispatch
import time:         8 |        848 |                                                           sympy.multipledispatch.dispatcher
import time:       264 |       1111 |                                                         sympy.core.kind
import time:       163 |        163 |                                                         sympy.core._print_helpers
import time:       207 |        207 |                                                           sympy.core.core
import time:       156 |        363 |                                                         sympy.core.singleton
import time:       177 |        177 |                                                         sympy.core.traversal
import time:       548 |       3847 |                                                       sympy.core.basic
import time:       280 |       7634 |                                                     sympy.core.sympify
import time:       269 |        269 |                                                           sympy.external.pythonmpq
import time:       223 |        223 |                                                           sympy.external.ntheory
import time:        53 |         53 |                                                           flint
import time:        38 |         38 |                                                           gmpy2
import time:       224 |        805 |                                                         sympy.external.gmpy
import time:       371 |       1176 |                                                       sympy.core.evalf
import time:       175 |        175 |                                                       sympy.core.decorators
import time:       191 |        191 |                                                       sympy.core.intfunc
import time:       370 |        370 |                                                         sympy.core.operations
import time:       381 |        381 |                                                           sympy.core.containers
import time:       357 |        357 |                                                               sympy.core.add
import time:       167 |        167 |                                                               sympy.core.rules
import time:      1402 |       1402 |                                                                     sympy.logic.boolalg
import time:       239 |        239 |                                                                     sympy.logic.inference
import time:       172 |       1811 |                                                                   sympy.logic
import time:         9 |       1820 |                                                                 sympy.logic.boolalg
import time:       611 |       2430 |                                                               sympy.core.symbol
import time:       877 |       3829 |                                                             sympy.core.function
import time:       919 |        919 |                                                             sympy.core.relational
import time:       407 |       5155 |                                                           sympy.core.power
import time:      2001 |       7535 |                                                         sympy.core.numbers
import time:       443 |       8347 |                                                       sympy.core.mul
import time:       176 |        176 |                                                           sympy.core.coreerrors
import time:       323 |        498 |                                                         sympy.core.exprtools
import time:       296 |        793 |                                                       sympy.core.mod
import time:       687 |      11366 |                                                     sympy.core.expr
import time:       170 |        170 |                                                     sympy.core.multidimensional
import time:       229 |      19397 |                                                   sympy.core
import time:         9 |      19405 |                                                 sympy.core.cache
import time:       157 |        157 |                                                     sympy.utilities.source
import time:       380 |        536 |                                                   sympy.assumptions.assume
import time:       268 |        268 |                                                     sympy.assumptions.cnf
import time:       187 |        187 |                                                     sympy.assumptions.ask_generated
import time:       361 |        816 |                                                   sympy.assumptions.ask
import time:       208 |        208 |                                                   sympy.assumptions.refine
import time:       251 |        251 |                                                     sympy.assumptions.relation.binrel
import time:       135 |        385 |                                                   sympy.assumptions.relation
import time:       210 |       2153 |                                                 sympy.assumptions
import time:       228 |        228 |                                                       sympy.polys.polyerrors
import time:       811 |       1038 |                                                     sympy.polys.polyoptions
import time:       162 |        162 |                                                           sympy.polys.domains.domainelement
import time:       352 |        352 |                                                           sympy.polys.orderings
import time:       153 |        153 |                                                             sympy.polys.domains.modularinteger
import time:       267 |        419 |                                                           sympy.polys.polyutils
import time:       287 |       1218 |                                                         sympy.polys.domains.domain
import time:       179 |        179 |                                                             sympy.polys.domains.ring
import time:       175 |        354 |                                                           sympy.polys.domains.field
import time:       183 |        183 |                                                           sympy.polys.domains.simpledomain
import time:       184 |        184 |                                                             sympy.polys.polyconfig
import time:       342 |        525 |                                                           sympy.polys.galoistools
import time:       599 |        599 |                                                             sympy.polys.domains.pythonrational
import time:       216 |        814 |                                                           sympy.polys.domains.groundtypes
import time:       226 |       2100 |                                                         sympy.polys.domains.finitefield
import time:       194 |        194 |                                                           sympy.polys.domains.characteristiczero
import time:       240 |        433 |                                                         sympy.polys.domains.integerring
import time:       226 |        226 |                                                         sympy.polys.domains.rationalfield
import time:       250 |        250 |                                                               sympy.polys.monomials
import time:       306 |        555 |                                                             sympy.polys.densebasic
import time:       109 |        109 |                                                             sympy.polys.densearith
import time:       127 |        127 |                                                             sympy.polys.densetools
import time:       112 |        112 |                                                             sympy.polys.euclidtools
import time:        81 |         81 |                                                             sympy.polys.sqfreetools
import time:       114 |        114 |                                                             sympy.polys.factortools
import time:       419 |        419 |                                                             sympy.polys.rootisolation
import time:       586 |       2100 |                                                           sympy.polys.polyclasses
import time:       267 |       2366 |                                                         sympy.polys.domains.algebraicfield
import time:    598320 |     598320 |                                                         sympy.polys.domains.gaussiandomains
import time:   1214999 |    1214999 |                                                           sympy.polys.domains.mpelements
import time:       997 |    1215996 |                                                         sympy.polys.domains.realfield
import time:    894335 |     894335 |                                                         sympy.polys.domains.complexfield
import time:   1022783 |    1022783 |                                                           sympy.polys.domains.compositedomain
import time:   2076839 |    3099621 |                                                         sympy.polys.domains.polynomialring
import time:   1119601 |    1119601 |                                                         sympy.polys.domains.fractionfield
import time:   1216421 |    1216421 |                                                         sympy.polys.domains.expressiondomain
import time:       814 |        814 |                                                         sympy.polys.domains.expressionrawdomain
import time:   1923230 |    1923230 |                                                           sympy.polys.domains.pythonintegerring
import time:       567 |    1923797 |                                                         sympy.polys.domains.pythonfinitefield
import time:   1133006 |    1133006 |                                                           sympy.polys.domains.gmpyintegerring
import time:   1355598 |    2488604 |                                                         sympy.polys.domains.gmpyfinitefield
import time:   1034544 |    1034544 |                                                         sympy.polys.domains.pythonrationalfield
import time:    996894 |     996894 |                                                         sympy.polys.domains.gmpyrationalfield
import time:      1524 |   14596807 |                                                       sympy.polys.domains
import time:       222 |   14597029 |                                                     sympy.polys.constructor
import time:   1035572 |    1035572 |                                                     sympy.polys.fglmtools
import time:   1717709 |    1717709 |                                                     sympy.polys.groebnertools
import time:   1085650 |    1085650 |                                                     sympy.polys.rationaltools
import time:      2500 |   18439495 |                                                   sympy.polys.polytools
import time:      2246 |       2246 |                                                           sympy.ntheory.primetest
import time:   1605600 |    1607845 |                                                         sympy.ntheory.generate
import time:       994 |        994 |                                                           sympy.ntheory.digits
import time:   1233670 |    1233670 |                                                           sympy.ntheory.ecm
import time:      2005 |    1236668 |                                                         sympy.ntheory.factor_
import time:    819545 |     819545 |                                                             sympy.ntheory.modular
import time:   1236821 |    1236821 |                                                             sympy.utilities.memoization
import time:      1547 |    2057912 |                                                           sympy.ntheory.residue_ntheory
import time:    951450 |    3009361 |                                                         sympy.ntheory.partitions_
import time:   1362550 |    1362550 |                                                         sympy.ntheory.multinomial
import time:   1481856 |    1481856 |                                                         sympy.ntheory.continued_fraction
import time:    852219 |     852219 |                                                         sympy.ntheory.egyptian_fraction
import time:       645 |        645 |                                                         sympy.ntheory.qs
import time:      1667 |    9552808 |                                                       sympy.ntheory
import time:    980476 |     980476 |                                                         sympy.polys.compatibility
import time:    810816 |     810816 |                                                         sympy.polys.heuristicgcd
import time:    976588 |     976588 |                                                                 sympy.printing.conventions
import time:      1821 |       1821 |                                                                 sympy.printing.precedence
import time:    771885 |     771885 |                                                                 sympy.printing.printer
import time:       503 |        503 |                                                                 sympy.printing.str
import time:   1220412 |    1220412 |                                                                     sympy.core.alphabets
import time:   1727066 |    2947478 |                                                                   sympy.printing.pretty.pretty_symbology
import time:       300 |    2947777 |                                                                 sympy.printing.pretty.stringpict
import time:   1316479 |    6015050 |                                                               sympy.printing.pretty.pretty
import time:      1286 |    6016336 |                                                             sympy.printing.pretty
import time:   1786968 |    1786968 |                                                             sympy.printing.latex
import time:    745736 |     745736 |                                                             sympy.printing.mathml
import time:    987785 |     987785 |                                                               sympy.printing.repr
import time:       237 |     988022 |                                                             sympy.printing.python
import time:   1171349 |    1171349 |                                                                         sympy.functions.combinatorial
import time:    934293 |    2105642 |                                                                       sympy.functions.combinatorial.factorials
import time:   1066332 |    1066332 |                                                                           sympy.functions.elementary
import time:      3082 |       3082 |                                                                             sympy.functions.elementary.miscellaneous
import time:    797409 |     797409 |                                                                             sympy.functions.elementary.piecewise
import time:    858832 |    1659322 |                                                                           sympy.functions.elementary.complexes
import time:   1130575 |    3856229 |                                                                         sympy.functions.elementary.exponential
import time:       497 |        497 |                                                                         sympy.polys.appellseqs
import time:   1388986 |    5245711 |                                                                       sympy.functions.combinatorial.numbers
import time:   1551694 |    1551694 |                                                                         sympy.functions.elementary.integers
import time:       244 |        244 |                                                                         sympy.functions.elementary._trigonometric_special
import time:      3914 |    1555851 |                                                                       sympy.functions.elementary.trigonometric
import time:    814681 |     814681 |                                                                       sympy.functions.elementary.hyperbolic
import time:    772736 |     772736 |                                                                         sympy.functions.special
import time:      8224 |       8224 |                                                                         sympy.functions.special.hyper
import time:   1005109 |    1786068 |                                                                       sympy.functions.special.error_functions
import time:   1081058 |    1081058 |                                                                         sympy.functions.special.zeta_functions
import time:      2243 |    1083301 |                                                                       sympy.functions.special.gamma_functions
import time:      2127 |       2127 |                                                                       sympy.functions.special.tensor_functions
import time:   1364896 |    1364896 |                                                                             sympy.polys.polyquinticconst
import time:   1250475 |    2615370 |                                                                           sympy.polys.polyroots
import time:   1303545 |    3918915 |                                                                         sympy.functions.special.delta_functions
import time:       947 |    3919861 |                                                                       sympy.functions.special.singularity_functions
import time:    371205 |     371205 |                                                                           sympy.sets
import time:       159 |     371363 |                                                                         sympy.sets.sets
import time:    877420 |    1248783 |                                                                       sympy.functions.special.bsplines
import time:   1065108 |   18827128 |                                                                     sympy.functions
import time:        46 |   18827174 |                                                                   sympy.functions.elementary
import time:        70 |   18827244 |                                                                 sympy.functions.elementary.complexes
import time:      1258 |   18828501 |                                                               sympy.printing.codeprinter
import time:   1324857 |   20153358 |                                                             sympy.printing.pycode
import time:   1016925 |   30707343 |                                                           sympy.printing
import time:        67 |   30707409 |                                                         sympy.printing.defaults
import time:   1053708 |   33552408 |                                                       sympy.polys.rings
import time:    910947 |   44016162 |                                                     sympy.polys.specialpolys
import time:    991145 |   45007306 |                                                   sympy.polys.polyfuncs
import time:       375 |   63447175 |                                                 sympy.polys
import time:       519 |   63485353 |                                               sympy
import time:       408 |   63485964 |                                             torch.utils._sympy.functions
import time:       892 |   63487838 |                                           torch.fx.experimental.symbolic_shapes
import time:       851 |   63498106 |                                         torch._dynamo.utils
import time:       516 |   63498622 |                                       torch._dynamo.exc
import time:      1158 |   63499779 |                                     torch._dynamo.symbolic_convert
import time:       564 |   63503145 |                                   torch._dynamo.convert_frame
import time:       832 |   63508456 |                                 torch._dynamo
import time:        97 |   63508552 |                               torch._dynamo.utils
import time:       468 |   63509020 |                             torchvision.ops.roi_align
import time:       501 |   63509521 |                           torchvision.ops.poolers
import time:       769 |   63576574 |                         torchvision.ops
import time:        64 |   63576637 |                       torchvision.ops.misc
import time:       306 |   63576942 |                     torchvision.models.convnext
import time:       311 |   63579608 |                   torchvision.models
import time:       367 |   63626956 |                 torchvision
import time:        46 |   63627002 |               torchvision.ops
import time:        34 |   63627036 |             torchvision.ops.misc
import time:       285 |   63627932 |           timm.layers.create_norm
import time:       279 |   63628788 |         timm.layers.classifier
import time:       296 |   63634325 |       timm.layers
import time:       301 |   63634779 |     timm
import time:       332 |   63635111 |   segmentation_models_pytorch.encoders
import time:       743 |   67307668 | segmentation_models_pytorch
Traceback (most recent call last):
  File "<string>", line 1, in <module>
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/segmentation_models_pytorch/__init__.py", line 4, in <module>
    from . import encoders
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/segmentation_models_pytorch/encoders/__init__.py", line 1, in <module>
    import timm
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/timm/__init__.py", line 2, in <module>
    from .layers import (
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/timm/layers/__init__.py", line 8, in <module>
    from .classifier import create_classifier, ClassifierHead, NormMlpClassifierHead, ClNormMlpClassifierHead
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/timm/layers/classifier.py", line 15, in <module>
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/timm/layers/create_norm.py", line 14, in <module>
    from torchvision.ops.misc import FrozenBatchNorm2d
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torchvision/__init__.py", line 10, in <module>
    from torchvision import _meta_registrations, datasets, io, models, ops, transforms, utils  # usort:skip
